"","product_id","up_orders","up_first_order","up_last_order","up_average_cart_position","prod_orders","prod_mean_add_to_cart_order","prod_days_since_prior","prod_reorder_probability","prod_reorder_times","prod_reorder_ratio","prod_penetration","prod_double_pntr","user_orders","user_period","user_mean_days_since_prior","weekly_orders","user_total_products","user_reorder_ratio","user_distinct_products","user_average_basket","user_product_diversity","order_id","time_since_last_order","user_order_recency","up_order_rate","up_orders_since_last_order","up_order_rate_since_first_order","reordered","prob","gt","intc","pred","Ps","Rc","f1"
"16","42719",7,6,17,3.85714285714286,11908,7.09019146792073,12.2331220721962,0.454902817208998,2.60056780956541,0.615468592542828,0.0222056263305675,0.0101014019756655,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.318181818181818,5,0.411764705882353,0,0.117653906345367,2,2,10,0.2,1,0.333333333333333
"17","27521",3,7,20,9.66666666666667,43067,8.15517681751689,10.7009750544447,0.561952631178128,3.27979590282537,0.695102979079109,0.0636781129824595,0.0357840831389513,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.136363636363636,2,0.1875,0,0.116886049509048,2,2,11,0.181818181818182,1,0.307692307692308
"18","14129",2,20,21,7,8479,9.01957778039863,10.4013394518169,0.379284463347511,2.12134100575432,0.528600070763062,0.0193832470939678,0.00735176447196776,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0909090909090909,1,0.666666666666667,0,0.115577101707458,2,2,12,0.166666666666667,1,0.285714285714286
"19","38456",2,17,20,6.5,21451,9.22320637732507,11.1214675010093,0.433708103521426,2.27524395417904,0.560486690597175,0.0457206038533721,0.0198293963891004,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0909090909090909,2,0.333333333333333,0,0.0820773094892502,2,2,13,0.153846153846154,1,0.266666666666667
"20","14704",2,2,21,6,2823,8.86362026213248,10.5370656370656,0.322271857051691,1.80153158902361,0.444916755224938,0.00759908636383475,0.00244897167436921,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0909090909090909,1,0.0952380952380952,0,0.0608311146497726,2,2,14,0.142857142857143,1,0.25
"21","32655",3,7,13,6,25523,6.11628727030521,10.4116900139264,0.622942297695373,4.42263039334604,0.77389021666732,0.0279861693718509,0.0174337686521927,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.136363636363636,9,0.1875,0,0.0577772073447704,2,2,15,0.133333333333333,1,0.235294117647059
"22","14355",1,21,21,9,2052,8.20662768031189,9.18391959798995,0.34066985645933,1.96363636363636,0.490740740740741,0.00506767405884321,0.00172640379420879,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,1,0.5,0,0.0493547134101391,2,2,16,0.125,1,0.222222222222222
"23","34126",1,18,18,2,60621,9.19706042460533,10.5128487133829,0.485178875638842,2.58181431005111,0.61267547549529,0.113865059236018,0.0552449214146812,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,4,0.2,0,0.0491578914225101,2,2,17,0.117647058823529,1,0.210526315789474
"24","12891",1,21,21,1,688,8.45058139534884,10.6018099547511,0.294573643410853,1.77777777777778,0.4375,0.00187673670887304,0.000552837170055623,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,1,0.5,0,0.0487155579030514,2,2,18,0.111111111111111,1,0.2
"25","41950",2,8,11,6.5,64289,8.64049837452752,10.7050929055447,0.517704739422553,2.91851280188851,0.65735973494688,0.106823659491099,0.0553031148010029,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0909090909090909,11,0.133333333333333,0,0.0466345958411694,2,2,19,0.105263157894737,1,0.19047619047619
"26","46667",1,16,16,2,52087,9.00483805940062,10.8863664253283,0.453077926165745,2.34214667925716,0.573041257895444,0.107846893200588,0.0488630467147409,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,6,0.142857142857143,0,0.041405089199543,2,2,20,0.1,1,0.181818181818182
"27","33716",3,2,13,7.33333333333333,7476,9.93378812199037,10.6934587430526,0.406611039794608,2.3992297817715,0.583199571963617,0.015110882648187,0.00614425170579364,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.136363636363636,9,0.142857142857143,0,0.0377380587160587,2,2,21,0.0952380952380952,1,0.173913043478261
"28","45572",1,21,21,10,148,7.93243243243243,10.7379310344828,0.252631578947368,1.55789473684211,0.358108108108108,0.000460697641713019,0.000116386772643289,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,1,0.5,0,0.0339601524174213,2,2,22,0.0909090909090909,1,0.166666666666667
"29","29650",1,19,19,1,2481,8.968964127368,11.5023923444976,0.285619174434088,1.65179760319574,0.39459895203547,0.00728387218792584,0.00208041356099879,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,3,0.25,0,0.0289200600236654,2,2,23,0.0869565217391304,1,0.16
"30","25890",1,8,8,15,50281,7.51391181559635,11.663838721426,0.538687849367461,2.95857605177994,0.661999562458981,0.0824163833780291,0.0443967043145546,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,14,0.0666666666666667,0,0.0282620266079903,2,2,24,0.0833333333333333,1,0.153846153846154
"31","27451",1,20,20,3,4651,9.14276499677489,9.70857274189841,0.218159658744668,1.41712370505789,0.294345302085573,0.0159158911589698,0.00347220538385812,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,2,0.333333333333333,0,0.0218369625508785,2,2,25,0.08,1,0.148148148148148
"32","44303",2,3,15,5.5,4094,10.1008793356131,10.1938935281837,0.164212548015365,1.31049935979513,0.236932095749878,0.0151496782390681,0.0024877672652503,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0909090909090909,7,0.1,0,0.0206266660243273,2,2,26,0.0769230769230769,1,0.142857142857143
"33","13702",1,7,7,3,5608,8.04368758915835,10.8672682835119,0.488562091503268,3.05446623093682,0.672610556348074,0.00890358810721162,0.00434995562754293,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,15,0.0625,0,0.0179150626063347,2,2,27,0.0740740740740741,1,0.137931034482759
"34","25588",1,8,8,14,13996,8.35331523292369,11.2263117870722,0.402245225251494,2.0405306896049,0.509931408973993,0.03326236973168,0.0133796294051181,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,14,0.0666666666666667,0,0.0174433682113886,2,2,28,0.0714285714285714,1,0.133333333333333
"35","7388",1,6,6,9,3783,8.73856727464975,11.3963483146067,0.457079970652971,2.77549523110785,0.639703938673011,0.00660979879636679,0.00302120663986538,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,16,0.0588235294117647,0,0.0161230210214853,2,2,29,0.0689655172413793,1,0.129032258064516
"36","29662",1,8,8,12,12709,9.5403257534031,10.4787324182342,0.367821262558105,1.90568301094617,0.475253757179951,0.032340974448254,0.0118956980539162,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,14,0.0666666666666667,0,0.0159671735018492,2,2,30,0.0666666666666667,1,0.125
"37","42557",1,7,7,8,8324,8.71480057664584,11.0275111964171,0.413464235624123,2.33492286115007,0.571720326765978,0.0172882851863886,0.007148087619842,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,15,0.0625,0,0.0157744977623224,2,2,31,0.0645161290322581,1,0.121212121212121
"38","26307",1,22,22,9,1591,10.3224387177876,11.2915549597855,0.111521418020679,1.17503692762186,0.148962916404777,0.00656615375662556,0.000732266777880694,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,0,1,0,0.0155076654627919,2,2,32,0.0625,1,0.117647058823529
"39","20323",1,7,7,2,2410,9.26514522821577,11.5925266903915,0.413123844731978,2.22735674676525,0.55103734439834,0.00524710366666828,0.00216770364048126,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,15,0.0625,0,0.0148412315174937,2,2,33,0.0606060606060606,1,0.114285714285714
"40","39040",1,1,1,7,7812,8.99692780337942,10.1474411047929,0.464133639043564,2.55879462823452,0.609190988223246,0.0148053673699984,0.00687166903481419,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,21,0.0454545454545455,0,0.0137114627286792,2,2,34,0.0588235294117647,1,0.111111111111111
"41","35217",1,21,21,15,3910,9.9769820971867,10.776402640264,0.12645794966237,1.20012277470841,0.166751918158568,0.0157995043863265,0.00199797293037646,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,1,0.5,0,0.012898969464004,2,2,35,0.0571428571428571,1,0.108108108108108
"42","26648",1,3,3,2,5569,9.30903214221584,10.0258092738408,0.343880597014925,1.66238805970149,0.398455737116179,0.0162456536814591,0.00558656508687788,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,19,0.05,0,0.0113463904708624,2,2,36,0.0555555555555556,1,0.105263157894737
"43","18644",1,6,6,4,434,9.88709677419355,10.8058252427184,0.258278145695364,1.43708609271523,0.304147465437788,0.00146453355576139,0.00037825701109069,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,16,0.0588235294117647,0,0.00953053031116724,2,2,37,0.0540540540540541,1,0.102564102564103
"44","12974",1,11,11,1,690,11.1391304347826,11.841049382716,0.144954128440367,1.26605504587156,0.210144927536232,0.00264294962877469,0.000383106459950827,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,11,0.0833333333333333,0,0.00874353293329477,2,2,38,0.0526315789473684,1,0.1
"45","9327",1,7,7,12,6299,9.94316558183839,11.4322979234598,0.120098039215686,1.18759426847662,0.157961581203366,0.0257214767541669,0.0030890989239073,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,15,0.0625,0,0.00843683909624815,2,2,39,0.0512820512820513,1,0.0975609756097561
"46","45664",1,7,7,11,3047,10.0679356744339,11.3431721194879,0.0741818181818182,1.108,0.0974729241877256,0.0133359843653769,0.000989287567467957,22,315,15,0.488888888888889,189,0.491620111731844,102,8.59090909090909,4.63636363636364,36,30,2,0.0454545454545455,15,0.0625,0,0.00515293562784791,2,2,40,0.05,1,0.0952380952380952
"47","1940",2,1,3,4.5,23244,5.62678540698675,10.6879497639455,0.59931766489765,4.40561031084155,0.77301669247978,0.0255856921860831,0.0153339572957533,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.4,2,0.4,0,0.210782006382942,1,0,1,0,0,0
"48","43735",1,5,5,4,4344,8.67587476979742,10.4200390053632,0.416095890410959,2.47945205479452,0.596685082872928,0.0084962344029601,0.00353524821903991,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,0,1,0,0.150284841656685,1,0,2,0,0,0
"49","36322",2,2,4,7,2812,10.5074679943101,11.2459449264429,0.353856562922869,1.90257104194858,0.474395448079659,0.00716748541528255,0.00253626175385167,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.4,1,0.5,0,0.141194209456444,1,0,3,0,0,0
"50","27344",2,1,2,1,41473,8.80175053649362,10.9948886548686,0.499255371959435,2.94113892631728,0.659995659826875,0.0683820783767925,0.0341401199753648,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.4,3,0.4,0,0.140677064657211,1,0,4,0,0,0
"51","48745",1,5,5,1,17257,9.92327751057542,10.3277893703204,0.404034076672513,2.16198947632172,0.537463058469027,0.0387083008016139,0.015639472573942,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,0,1,0,0.125688910484314,1,0,5,0,0,0
"52","37011",1,5,5,3,6536,9.76667686658507,11.2330176355323,0.409138840070299,2.29736379613357,0.564718482252142,0.0137966820070899,0.00564475847319952,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,0,1,0,0.123193308711052,1,0,6,0,0,0
"53","38374",1,4,4,3,5003,8.47571457125725,11.5657979754469,0.346621905161561,2.09945446915653,0.523685788526884,0.0115562366337066,0.0040056447584732,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,1,0.5,0,0.0794636383652687,1,0,7,0,0,0
"54","21616",1,1,1,6,72829,8.47711763171264,11.2820697036787,0.543658547175546,3.16221614345882,0.683766082192533,0.111687656697816,0.0607199491777759,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,4,0.2,1,0.0735493376851082,1,1,8,0.125,1,0.222222222222222
"55","10504",1,3,3,6,7673,8.96051088231461,11.1346692825112,0.364759263927401,1.9342072094782,0.482992310699857,0.0192377636281637,0.00701715250061831,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,2,0.333333333333333,0,0.055572472512722,1,1,9,0.111111111111111,1,0.2
"56","32177",1,3,3,7,10421,9.5355532098647,10.3280536095035,0.370737073707371,1.91070773744041,0.476633720372325,0.0264488940831874,0.00980558559519711,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,2,0.333333333333333,0,0.0512209050357342,1,1,10,0.1,1,0.181818181818182
"57","14992",1,1,1,7,29069,9.2406687536551,11.6486897780417,0.427063577141915,2.39704790962316,0.582820186452922,0.058809266326882,0.0251152956466498,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,4,0.2,0,0.0498295873403549,1,1,11,0.0909090909090909,1,0.166666666666667
"58","12797",1,3,3,4,5488,10.015306122449,11.2193648938243,0.289570552147239,1.68343558282209,0.40597667638484,0.0158092032840468,0.00457787972396937,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,2,0.333333333333333,0,0.0439224243164062,1,1,12,0.0833333333333333,1,0.153846153846154
"59","44753",1,1,1,2,1644,8.17274939172749,11.4516547696301,0.33046683046683,2.01965601965602,0.504866180048662,0.00394745137215155,0.00130450174337687,5,88,22,0.397727272727273,40,0.28125,32,8,6.4,38,24,1.09090909090909,0.2,4,0.2,0,0.0434571914374828,1,1,13,0.0769230769230769,1,0.142857142857143
"60","27966",2,4,6,5.5,137057,7.21403503651765,9.66044016590398,0.611128665318504,4.33066860465116,0.769088773284108,0.153475357525617,0.0937931904039106,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.333333333333333,0,0.666666666666667,1,0.298028141260147,2,1,1,1,0.5,0.666666666666667
"61","20574",4,1,4,4.25,10195,7.49592937714566,10.5494344365312,0.561989895064127,3.9623008161679,0.747621383030898,0.0124776319171326,0.00701230305175817,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.666666666666667,2,0.666666666666667,1,0.231655269861221,2,2,2,1,1,1
"62","29603",3,1,4,1,2031,7.57951747907435,11.3005810882198,0.519938650306748,3.11503067484663,0.678975873953717,0.00316184065680935,0.00164396316358646,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.5,2,0.5,0,0.223676174879074,2,2,3,0.666666666666667,1,0.8
"63","32578",1,6,6,1,5518,6.98930772018847,10.2930800542741,0.543990086741016,3.41883519206939,0.707502718376223,0.00782701046026119,0.00425781609920033,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.166666666666667,0,1,0,0.199680954217911,2,2,4,0.5,1,0.666666666666667
"64","None",2,1,5,1,388513,1,13.0296647358259,0.436935342298348,2.88407392499842,1,1,0.436935342298348,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.333333333333333,1,0.333333333333333,0,0.149069681763649,2,2,5,0.4,1,0.571428571428572
"65","39877",1,5,5,1,58779,7.99161265077664,9.76983029541169,0.532911171788764,3.41480276535177,0.707157318089794,0.083473563229539,0.0444839943940371,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.166666666666667,1,0.5,0,0.1287831813097,2,2,6,0.333333333333333,1,0.5
"66","46900",2,1,2,5,6499,9.53085090013848,11.7145488029466,0.294855053538783,1.69731000261165,0.410832435759348,0.0185685396854647,0.00547502776309472,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.333333333333333,4,0.333333333333333,0,0.0740876644849777,2,2,7,0.285714285714286,1,0.444444444444444
"67","19904",2,1,3,5.5,2257,10.5618077093487,11.5030674846626,0.247109826589595,1.63078034682081,0.386796632698272,0.00671163722242967,0.00165851151016687,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.333333333333333,3,0.333333333333333,0,0.0708229020237923,2,2,8,0.25,1,0.4
"68","40604",1,2,2,8,32351,9.85354393990912,11.8125953439013,0.439854362134155,2.26515894132474,0.558529875428889,0.0692598286204773,0.0304642377393809,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.166666666666667,4,0.2,0,0.0561666637659073,2,2,9,0.222222222222222,1,0.363636363636364
"69","31040",1,3,3,2,16626,9.70485985805365,11.4267812156837,0.421273516642547,2.40607814761216,0.584385901599904,0.033509691623547,0.0141167456318589,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.166666666666667,3,0.25,0,0.0530957952141762,2,2,10,0.2,1,0.333333333333333
"70","23594",1,3,3,4,4161,9.64287430906032,11.6991241628027,0.380239520958084,2.07634730538922,0.518385003604903,0.00971829551571464,0.00369528003142443,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.166666666666667,3,0.25,0,0.0490418709814548,2,2,11,0.181818181818182,1,0.307692307692308
"71","31553",1,1,1,5,24130,8.90530460008288,11.7947284345048,0.367296102852551,1.93893129770992,0.484251968503937,0.0603513910644055,0.0221668307396864,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.166666666666667,5,0.166666666666667,0,0.0482732765376568,2,2,12,0.166666666666667,1,0.285714285714286
"72","36640",1,1,1,7,2564,7.89586583463339,12.2279011311269,0.368507831821929,2.11376751854905,0.526911076443058,0.00588238146734624,0.00216770364048126,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.166666666666667,5,0.166666666666667,0,0.0462893545627594,2,2,13,0.153846153846154,1,0.266666666666667
"73","21543",1,3,3,10,9893,9.15101586980694,10.370322856532,0.414798746685948,2.38442998312846,0.580612554331345,0.0201203633207086,0.00834590148829585,6,96,19.2,0.4375,45,0.352941176470588,34,7.5,5.66666666666667,96,30,1.5625,0.166666666666667,3,0.25,0,0.0442401021718979,2,2,14,0.142857142857143,1,0.25
"74","19731",38,1,40,2.36842105263158,3136,7.1702806122449,10.3141607803565,0.633693972179289,4.84698608964451,0.793686224489796,0.00313759341250867,0.00198827403265619,40,348,8.92307692307692,0.804597701149425,1235,0.857381150959133,208,30.875,5.2,98,14,1.56896551724138,0.95,0,0.95,1,0.905254602432251,21,1,1,1,0.0476190476190476,0.0909090909090909
"75","8859",37,1,40,2.21621621621622,19518,4.92565836663593,11.2589227063718,0.563613231552163,4.13867684478372,0.758376882877344,0.0228700008244063,0.0128898350702443,40,348,8.92307692307692,0.804597701149425,1235,0.857381150959133,208,30.875,5.2,98,14,1.56896551724138,0.925,0,0.925,1,0.900521695613861,21,2,2,1,0.0952380952380952,0.173913043478261
"76","4357",33,1,40,6.57575757575758,3498,8.6789594053745,10.3492303048596,0.510164569215876,3.38625363020329,0.704688393367639,0.00500948067252157,0.00255565954929222,40,348,8.92307692307692,0.804597701149425,1235,0.857381150959133,208,30.875,5.2,98,14,1.56896551724138,0.825,0,0.825,1,0.814929127693176,21,3,3,1,0.142857142857143,0.25
"77","43654",21,14,40,10.952380952381,4528,7.22106890459364,9.78206319702602,0.50584307178631,3.779632721202,0.735424028268551,0.00580963973444418,0.00293876600924305,40,348,8.92307692307692,0.804597701149425,1235,0.857381150959133,208,30.875,5.2,98,14,1.56896551724138,0.525,0,0.777777777777778,1,0.766466081142426,21,4,4,1,0.19047619047619,0.32
"78","15455",31,1,40,11.6451612903226,1889,10.4107993647432,9.22869955156951,0.345508390918065,1.86475814412636,0.463737427210164,0.00491249169531883,0.00169730710104797,40,348,8.92307692307692,0.804597701149425,1235,0.857381150959133,208,30.875,5.2,98,14,1.56896551724138,0.775,0,0.775,1,0.766368567943573,21,5,5,1,0.238095238095238,0.384615384615385
"79","22963",30,1,40,6.2,28384,8.66794673055242,10.7817901698482,0.495522073543357,2.99062269518491,0.665621476888388,0.0460261191315607,0.0228069579892245,40,348,8.92307692307692,0.804597701149425,1235,0.857381150959133,208,30.875,5.2,98,14,1.56896551724138,0.75,0,0.75,0,0.74025958776474,21,5,6,0.833333333333333,0.238095238095238,0.37037037037037
